listing_id,update_time,listing_name,location_address,zip,location_x,location_y,location_desc,location_site,location_site_otherdesc,location_indoor,specialproductionmethods,acceptedpayment,FNAP,SNAP_option,SNAP_option_1,SNAP_option_2
309442,3/20/2023 22:57,The Green Marketplace at Adamson Road,"""3910 N Highway US 1 Cocoa, FL 32926""",32926,-80.75902858,28.42927153410881,,,,,,,,,,
309443,3/20/2023 22:57,The Vilano Beach Sunday Market,"""260 Vilano Road Saint Augustine, FL 32084""",32084,-81.29741861,29.916696180132092,,,,,,,,,,
309444,3/20/2023 22:57,Third Street South Farmers Market,"""255 13th Ave So Naples, FL 34102""",34102,-81.8024181,26.130918582984158,,,,,,,,,,
309445,3/20/2023 22:57,Tioga Monday Farmers' Market,"""105 SW 128th St., Tioga Town Center, Tioga, FL, 32669""",32669,-82.47887424,29.65754231431734,,,,,,,,,,
309446,3/20/2023 22:57,Titusville Farmers Market,"""3550 S. Washington Ave. Searstown mall Titusville, FL 32780""",32780,-80.8470446,28.579440645730465,,,,,,,,,,
309447,3/20/2023 22:57,Trenton Community Farmers' Market,"""419 N. Main Street Trenton, FL 32693""",32693,-82.81837931,29.616731231823845,,,,,,,,,,
309448,3/20/2023 22:57,Tuesday Marketplace,"""208 Ohio Avenue N Live Oak, FL 32064""",32064,-82.98374023,30.297257849438658,,,,,,,,,,
309449,3/20/2023 22:57,Tuesday's Growers Market at Purple Martin Nurseries,"""1554 Crawfordville Highway (Highway 319) Crawfordville, FL 32327""",32327,-84.36241247,30.23951243511732,,,,,,,,,,
309450,3/20/2023 22:57,Union Street Farmers' Market,"""111 East University Avenue Gainesville, FL 32601""",32601,-82.32382695,29.65195085814133,,,,,,,,,,
309451,3/20/2023 22:57,University of South Florida Farmer's Market,"""4202 E Fowler Ave Tampa, FL 33620""",33620,-82.41437174,28.05446161225916,,,,,,,,,,
309452,3/20/2023 22:57,Upper East Side Green Market,"""5556 N. E. 4th Court Miami, FL 33137""",33137,-80.18732703,25.827038016089716,,,,,,,,,,
309453,3/20/2023 22:57,Upper Eastside Farmers' Market,"""NE 66th St. and Biscayne Blvd. , Miami, FL, 33138""",33138,-80.18419002,25.83657000019987,,,,,,,,,,
309454,3/20/2023 22:57,Village Farmers' Market,"""11001 Southern Blvd. Royal Palm Beach, FL 33411""",33411,-80.22008581,26.681063078821843,,,,,,,,,,
309455,3/20/2023 22:57,Village Park Market,"""13586 South John Young Parkway Orlando, FL 32837""",32837,-81.42591221,28.375176236982007,,,,,,,,,,
309456,3/20/2023 22:57,Volusia County Farm Bureau Farmers' Market,"""3050 E. New York Ave., DeLand, FL, 32724""",32724,-81.22515067,29.01807293068243,,,,,,,,,,
309457,3/20/2023 22:57,Wauchula State Farmers' Market,"""535 South 6th Ave. Ste. #101 Wauchula, FL 33873""",33873,-81.81080503,27.54070299,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309459,3/20/2023 22:57,Wellington Green Market,"""12300 Forest Hill Blvd., Wellington, FL, 33414""",33414,-80.23780629,26.654955682649728,,,,,,,,,,
309460,3/20/2023 22:57,West Palm Beach Green Market,"""100 Clematis Street West Palm Beach, FL 33401""",33401,-80.0492288,26.71380329683579,,,,,,,,,,
309461,3/20/2023 22:57,West Palm Beach Green Market,"""Narcissus Avenue and Second Street West Palm Beach, FL 33402""",33402,-80.05066999,26.71522999029385,,,,,,,,,,
309462,3/20/2023 22:57,White Springs Farmers' Market,"""Highway 136 & US 41 White Springs, FL 32096""",32096,-82.75902996,30.32980998062054,,,,,,,,,,
309463,3/20/2023 22:57,Wilton Manors Farmers' Market,"""2020 Wilton Dr., Hagen Park, Wilton Manors, FL, 33069""",33069,-80.13991002,26.153800979328253,,,,,,,,,,
309464,3/20/2023 22:57,Winter Haven Farmers' Market,"""Third Street NW and Avenue G NW Winter Haven, FL 33880""",33880,-81.73038998,28.028469992814806,,,,,,,,,,
309465,3/20/2023 22:57,Winter Park Farmers' Market,"""200 W. New England Ave., Winter Park, FL, 32789""",32789,-81.35253436,28.595920793318225,,,,,,,,,,
309466,3/20/2023 22:57,Woolbright Farmers Market,"""141 W. Woolbright Rd. Boynton Beach, FL 33435""",33435,-80.06472036,26.51454415241411,,,,,,,,,,
309467,3/20/2023 22:57,Ybor City Farmers' Market,"""1800 E. 8th Ave., Tampa, FL, 33605""",33605,-82.43912621,27.960987495735065,,,,,,,,,,
309468,3/20/2023 22:57,Ybor City Fresh Market,"""Eighth Avenue and 19th Street Tampa, FL 33605""",33605,-82.43802,27.96097999809355,,,,,,,,,,
309469,3/20/2023 22:57,285 Farmers Market,"""4020 Covington Highway Decatur, GA 30032""",30032,-84.23668728,33.75538546342475,,,,,,,,,,
309470,3/20/2023 22:57,Acworth Farmers Market,"""4405 Cherokee Street, Acworth, Georgia 30101""",30101,-84.67702251,34.06855778,,,,,,,,,,
309471,3/20/2023 22:57,Albany Farmers' Market,"""624 W. Oglethorpe Blvd. Albany, GA 31702""",31702,-84.16273947,31.575284344769635,,,,,,,,,,
309472,3/20/2023 22:57,Albany State Farmers Market,"""701 Gaines Avenue Albany, GA 31706""",31706,-84.16829613,31.550319169851857,,,,,,,,,,
309473,3/20/2023 22:57,Alpharetta Farmer's Market,"""Old Roswell Street off Milton Ave. & Main Street Alpharetta, GA 30004""",30004,-84.29455003,34.07562999710237,,,,,,,,,,
309474,3/20/2023 22:57,Amicalola Regional Farmers Market,"""82 Allen St., Dawsonville, Georgia 30534""",30534,-84.11278883,34.419389789091674,,,,,,,,,,
309475,3/20/2023 22:57,Athens Green Market,"""393 North Finley Street Athens, GA 30601""",30601,-83.38381126,33.95943836410378,,,,,,,,,,
309476,3/20/2023 22:57,Atlanta State Farmers' Market,"""16 Forest Pkwy., Forest Park, GA, 30927""",30927,-84.39552715,33.61826071936867,,,,,,,,,,
309477,3/20/2023 22:57,Augusta Market at the River,"""836 Reynolds St (8th Street Plaza) Augusta, GA 30901""",30901,-81.96569543,33.476993986555364,,,,,,,,,,
309478,3/20/2023 22:57,Bainbridge Farmers' Market,"""West St between Water & Broughton St Bainbridge, GA 39819""",39819,-84.57648004,30.90584001546067,,,,,,,,,,
309479,3/20/2023 22:57,Barnesville Farmers' Market,"""659 Veterans Pkwy., Barnesville, GA, 30204""",30204,-84.16917101,33.04098999735014,,,,,,,,,,
309480,3/20/2023 22:57,Barnesville/Lamar County Farmers Market,"""100 Market Street Barnesville, GA 30204""",30204,-84.15737222,33.05376900984514,,,,,,,,,,
309481,3/20/2023 22:57,Battlefield Farmers Market,"""10052 Highway 27 North, Rock Spring, Georgia 30739""",30739,-85.2508218,34.84936336504761,,,,,,,,,,
309482,3/20/2023 22:57,Berkeley Lakeside Market,"""4043 South Berkeley Lake Rd. Berkeley Lake, GA 30096""",30096,-84.18838628,33.98526931844324,,,,,,,,,,
309483,3/20/2023 22:57,Blue Ridge Farmers' Market,"""400 W. Main St., City Park, Blue Ridge, GA, 30513""",30513,-84.3272112,34.86338716758654,,,,,,,,,,
309484,3/20/2023 22:57,Bluebird Market,"""215 Barnesville Street Thomaston, GA 30286""",30286,-84.32171774,32.88946882903165,,,,,,,,,,
309485,3/20/2023 22:57,Braselton Farmers Market,"""9924 Davis Street, Braselton, Georgia 30519""",30519,-83.76145385,34.10924642578234,,,,,,,,,,
309486,3/20/2023 22:57,Byron Tailgate Market,"""100 West Heritage Blvd N Byron, GA 31008""",31008,-83.759127,32.65368516988184,,,,,,,,,,
309487,3/20/2023 22:57,Cabbagetown Market,"""198 Carroll Street Atlanta, GA 30316""",30316,-84.367918,33.749241998302395,,,,,,,,,,
309488,3/20/2023 22:57,Cairo State Farmers Market,"""1110 North Broad Street Cairo, GA 39828""",39828,-84.20803969,30.88842963141917,,,,,,,,,,
309489,3/20/2023 22:57,Canton Farmers Market,"""130 E Main Sreet, Canton, Georgia 30114""",30114,-84.48644995,34.23429793364382,,,,,,,,,,
309490,3/20/2023 22:57,Cartersville Farmers Market,"""10 North Public Square, Cartersville, Georgia 30120""",30120,-84.79628878,34.166092273670344,,,,,,,,,,
309491,3/20/2023 22:57,Cherokee Fresh Market,"""362 Stringer Road Canton, GA 30115""",30115,-84.44165624,34.17121885043616,,,,,,,,,,
309492,3/20/2023 22:57,Cherokee Market Farm Fresh Produce & Antiques,"""11611 Cumming Highway, Canton, Georgia 30115""",30115,-84.30228879,34.24674646306195,,,,,,,,,,
309493,3/20/2023 22:57,Christ United Farmer's Market,"""1340 Woodstock Road Roswell, GA 30075""",30075,-84.40055149,34.06153919,,,,,,,,,,
309494,3/20/2023 22:57,City Market on the Green,"""Third and Poplar Street, Downtown Macon, GA 31201""",31201,-83.62884,32.83430001830416,,,,,,,,,,
309495,3/20/2023 22:57,City of Dahlonega Farmers Market,"""465 Riley Road Dahlonega, GA 30533""",30533,-83.97563021,34.52843706208519,,,,,,,,,,
309496,3/20/2023 22:57,City of Duluth Farmers Market,"""3167 Main Street Duluth, GA 30096""",30096,-84.1455542,34.00236455617895,,,,,,,,,,
309497,3/20/2023 22:57,City of Emerson Farmer's Market,"""700 Highway 293, Emerson, Georgia 30137""",30137,-84.7565868,34.12693048186203,,,,,,,,,,
309498,3/20/2023 22:57,City of Forsyth Farmers Market,"""9 North Jackson Street, Forsyth, Georgia 31029""",31029,-83.93938441,33.035766257806124,,,,,,,,,,
309499,3/20/2023 22:57,Clarkesville Farmers' Market,"""583 Grant St., in front of The Old Clarkesville Mill, Clarkesville, GA, 30523""",30523,-83.51927696,34.619204003652186,,,,,,,,,,
309500,3/20/2023 22:57,Cochran Farmers Market,"""112 N Second Street Cochran, GA 31014""",31014,-83.35590014,32.38755743909796,,,,,,,,,,
309501,3/20/2023 22:57,Columbus State Farmers Market,"""318 10th Avenue Columbus, GA 31901""",31901,-84.97979842,32.453101788671844,,,,,,,,,,
309502,3/20/2023 22:57,Commerce Crossing Country Market,"""199 Pottery Factory Drive Commerce, GA 30529""",30529,-83.46130053,34.25085296509552,,,,,,,,,,
309503,3/20/2023 22:57,Common Ground Farmers Market,"""7741 Roswell Road., Atlanta, Georgia 30350""",30350,-84.36304535,33.966033121188644,,,,,,,,,,
309504,3/20/2023 22:57,Community Market of Rabun County,"""201 West Savannah Street, Clayton, Georgia 30525""",30525,-83.40307676,34.87849961,,,,,,,,,,
309505,3/20/2023 22:57,Coweta County Farmers Market,"""6 First Avenue, Newnan, Georgia 30263""",30263,-84.80363854,33.37006154613327,,,,,,,,,,
309506,3/20/2023 22:57,Coweta County Surplus Vegetable Market,"""229 Temple Avenue Newnan, GA 30263""",30263,-84.81671513,33.38512101922755,,,,,,,,,,
309507,3/20/2023 22:57,Creation Health Farmers' Market,"""444 Red Bud Rd., Piggly Wiggly Parking Lot, Calhoun, GA, 30703""",30703,-84.94124596,34.51463201,,,,,,,,,,
309508,3/20/2023 22:57,Cumming Farmers' Market,"""235 Castleberry Road Cumming, GA 30040""",30040,-84.14560612,34.20238729762025,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309510,3/20/2023 22:57,Dalton Saturday Market,"""300 W. Waugh Street Dalton, GA 30720""",30720,-84.97200902,34.77416518510847,,,,,,,,,,
309511,3/20/2023 22:57,Darien Farmers Market,"""905 E Broad Street, Darien, Georgia 31305""",31305,-81.42312802,31.367042000110743,,,,,,,,,,
309512,3/20/2023 22:57,Dawson County Farmers Market,"""298 Academy Avenue Dawsonville, GA 30534""",30534,-84.11984247,34.42057805,,,,,,,,,,
309513,3/20/2023 22:57,Decatur Saturday Farmers' Market,"""498 N. McDonough St., Decatur, GA, 30030""",30030,-84.29650311,33.773427755831406,,,,,,,,,,
309514,3/20/2023 22:57,DeKalb Farmers Market,"""3000 East Ponce De leon Avenue Decatur, GA 30030""",30030,-84.27175431,33.78422966042084,,,,,,,,,,
309515,3/20/2023 22:57,Dogwood Farmers Market,"""299 Robertson Avenue Tallapoosa, GA 30176""",30176,-85.29118187,33.75563585,,,,,,,,,,
309516,3/20/2023 22:57,Donalsonville Farmers Market,"""U.S. Highway 84 Donalsonville, GA 31745""",31745,-84.88059331,31.040419116148396,,,,,,,,,,
309517,3/20/2023 22:57,Douglas-Coffee County Farmers Curb Market,"""606 S Gaskin Avenue Douglas, GA 31533""",31533,-82.84538164,31.503104141920254,,,,,,,,,,
309518,3/20/2023 22:57,Douglasville WIC Market,"""6770 Selman Drive Douglasville, GA 30134""",30134,-84.7505612,33.742663892315186,,,,,,,,,,
309519,3/20/2023 22:57,Downtown Alpharetta Farmers Market,"""North and, Alpharetta, Georgia 30004""",30004,-84.28351667,34.11143004279721,,,,,,,,,,
309520,3/20/2023 22:57,Downtown Byron Saturday Market,"""100 West Heritage Blvd. S Byron, GA 31030""",31030,-83.75945705,32.653781009172725,,,,,,,,,,
309521,3/20/2023 22:57,Downtown Canton Farmers Market,"""151 Elizabeth Street Canton, GA 30114""",30114,-84.49095855,34.235469056296935,,,,,,,,,,
309522,3/20/2023 22:57,Downtown Commerce Farmers Market,"""S. Elm Street & Pine Street Commerce, GA 30529""",30529,-83.45648997,34.20239999620355,,,,,,,,,,
309523,3/20/2023 22:57,Downtown Dalton Saturday Market,"""N. Thornton Ave. and W. Waugh St., Dalton, GA, 30720""",30720,-84.97183999,34.77420999425193,,,,,,,,,,
309524,3/20/2023 22:57,Downtown Decatur Market,"""101 E. Court Square Decatur, GA 30030""",30030,-84.29592926,33.774931292906096,,,,,,,,,,
309525,3/20/2023 22:57,Downtown Farmers Market,"""Jackson Street Americus, GA 31709""",31709,-84.23387997,32.07572150752716,,,,,,,,,,
309526,3/20/2023 22:57,Downtown Market,"""215 N Center Thomaston, GA 30286""",30286,-84.33668939,32.93037735361287,,,,,,,,,,
309527,3/20/2023 22:57,Downtown Sandersville Market,"""132 W Haynes Sreet, Sandersville, Georgia 31082""",31082,-82.81147291,32.98292839624147,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309529,3/20/2023 22:57,Dunwoody Green Market,"""1445 Mt Vernon Rd (at Dunwoody Baptist Church Campus) Dunwoody, GA 30338""",30338,-84.33954286,33.94268113089436,,,,,,,,,,
309530,3/20/2023 22:57,Dunwoody Spruill Green Market,"""4755 N Peachtree Rd Atlanta, GA 30338""",30338,-84.29478138,33.93349285749982,,,,,,,,,,
309531,3/20/2023 22:57,East Atlanta Village Farmers Market,"""572 Stokeswood Avenue, Atlanta, Georgia 30316""",30316,-84.34470532,33.73824611179536,,,,,,,,,,
309532,3/20/2023 22:57,East Lake Farmers Market,"""Hosea L. Williams Dr SE & 2nd Ave SE Atlanta, GA 30317""",30317,-84.30972002,33.75107998,,,,,,,,,,
309533,3/20/2023 22:57,East Metro Farmers Market at Stonecrest,"""2929 Turner Hill Road Lithonia, GA 30038""",30038,-84.08865274,33.698533224078666,,,,,,,,,,
309534,3/20/2023 22:57,Ellijay Farmers Market,"""1 Broad Street, Ellijay, Georgia 30540""",30540,-84.48363775,34.695615057531896,,,,,,,,,,
309535,3/20/2023 22:57,Emory Farmers Market,"""569 Asbury Circle, Atlanta, Georgia 30322""",30322,-84.32427796,33.794288769009746,,,,,,,,,,
309536,3/20/2023 22:57,Fall Line Farmers Market on First Fridays,"""210 S. Wayne St. Milledgeville, GA 31061""",31061,-83.22767832,33.08333446700214,,,,,,,,,,
309537,3/20/2023 22:57,FARM Atlanta Road Farmers Market,"""2160 Cooper Lake Road SE Smryna, GA 30080""",30080,-84.49772954,33.854418102601464,,,,,,,,,,
309538,3/20/2023 22:57,Farmers Market at Spruill Gallery,"""4681 Ashford Dunwoody Road Atlanta, GA 30338""",30338,-84.33756701,33.93280567,,,,,,,,,,
309539,3/20/2023 22:57,Farmers Market Days,"""Main Street Hahira, GA 31632""",31632,-83.37803499,30.990028362919148,,,,,,,,,,
309540,3/20/2023 22:57,Farmers Market in Downtown Thomasville,"""209 West Remington Ave, Thomasville, Georgia 31792""",31792,-83.98053,30.835601825333036,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309543,3/20/2023 22:57,Forsyth County Farmers' Market,"""1759 Old Atlanta Road Cumming, GA 30041""",30041,-84.14818858,34.14322563311036,,,,,,,,,,
309544,3/20/2023 22:57,Forsyth Farmers' Market,"""W. Park Ave. and Bull St., Forsyth Park, Savannah, GA, 31401""",31401,-81.09724004,32.06485999844263,,,,,,,,,,
309545,3/20/2023 22:57,Forsyth Farmers Market,"""78 N Jackson St. Forsyth, GA 31029""",31029,-83.93939189,33.03607743562117,,,,,,,,,,
309546,3/20/2023 22:57,Forsyth Park Farmers Market,"""700 Whitaker Street, Forsyth Park Savannah, GA 31401""",31401,-81.09703576,32.06842818494427,,,,,,,,,,
309547,3/20/2023 22:57,Freedom Farmers' Market at the Carter,"""453 Freedom Pkwy. NE, Atlanta, GA, 30307""",30307,-84.35835085,33.766866020069955,,,,,,,,,,
309548,3/20/2023 22:57,Fresh off the Farm Farmer's Market,"""1558 S. Coastal Hwy Midway, GA 31320""",31320,-81.44525774,31.773956328264156,,,,,,,,,,
309549,3/20/2023 22:57,Fresh South Market,"""100 North Peachtree Parkway Peachtree City, GA 30269""",30269,-84.56892675,33.407809630774175,,,,,,,,,,
309550,3/20/2023 22:57,Gainesville Farmers Market,"""323 Broad Sreet SW, Gainesville, Georgia 30501""",30501,-83.82350664,34.29954317629648,,,,,,,,,,
309551,3/20/2023 22:57,Gainesville Friday Market on the Square,"""100 Main Street Gainesville, GA 30501""",30501,-83.82754246,34.29954029440823,,,,,,,,,,
309552,3/20/2023 22:57,Gertie Mae's Farmers' Market,"""1500 Washington Street Clarkesville, GA 30523""",30523,-83.52701899,34.616030992295606,,,,,,,,,,
309553,3/20/2023 22:57,GHA Farmers Market,"""1587 Dee Kennedy Road Hoschton, GA 30548""",30548,-83.83648041,34.06491800465002,,,,,,,,,,
309554,3/20/2023 22:57,Gilliand's Heritage Alpacas Farmers Market,"""1587 Dee Kennedy Road., Hoschton, Georgia 30548""",30548,-83.83648041,34.06491800465002,,,,,,,,,,
309555,3/20/2023 22:57,Gilmer County Farmers Market,"""1 Broad St., At the courthouse parking lot, Ellijay, GA, 30540""",30540,-84.48363775,34.695615057531896,,,,,,,,,,
309556,3/20/2023 22:57,Green Market at Piedmont Park,"""12th St. and Piedmont Ave., NE Park Entrance, Atlanta, GA, 30309""",30309,-84.37957002,33.78330999230188,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309558,3/20/2023 22:57,Hall County Farmers Market,"""Hall County Farmers Market 734 E Crescent Dr, Gainesville, GA 30501""",30501,-83.79063999,34.314081982855726,,,,,,,,,,
309559,3/20/2023 22:57,Harmony Crossing Farmers' Market,"""112 Harmony Crossing, Eatonton, GA, 31024""",31024,-83.34219671,33.44070677689639,,,,,,,,,,
309560,3/20/2023 22:57,Harmony Park Farmers Market,"""119 Harmony Crossing, Eatonton, Georgia 31024""",31024,-83.27577588,33.42835761718717,,,,,,,,,,
309561,3/20/2023 22:57,Harris Farmers Market,"""1400 Parker Rd Conyers, GA 30084""",30084,-84.01913502,33.65252900107416,,,,,,,,,,
309562,3/20/2023 22:57,Hartwell Farmers Market,"""500 East Howell Street Hartwell, GA 30643""",30643,-82.9285895,34.35177543908415,,,,,,,,,,
309563,3/20/2023 22:57,"Harvest Moon Market, LLC","""3103 Thomasville Rd, Bainbridge, GA 39817""",39817,-84.45532146,30.880683248032287,,,,,,,,,,
309564,3/20/2023 22:57,Hawkinsville Downtown Community Market,"""105 North Lumpkin Street Hawkinsville, GA 31036""",31036,-83.46912082,32.287818882479236,,,,,,,,,,
309565,3/20/2023 22:57,Hinesville Farmers Market,"""Commerce Street, Hinesville, Georgia 31313""",31313,-81.59512431,31.848750894157238,,,,,,,,,,
309566,3/20/2023 22:57,Historic Downtown Gainesville Market,"""Main St. and Spring St., Gainesville, GA, 30501""",30501,-83.82710998,34.29883002038059,,,,,,,,,,
309567,3/20/2023 22:57,Hunker Downs Fresh Market,"""146 Academy St. Madison, GA 30650""",30650,-83.46949934,33.59625799791414,,,,,,,,,,
309568,3/20/2023 22:57,"I C FARMERS MARKET, LLC","""Corner Of Maple St And Watson Blvd @ Perkins Field 1412 A Russell Pkwy 235, Warner Robins, GA 31088""",31088,-83.65248501,32.59438798883669,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309570,3/20/2023 22:57,Jersey Jodi's Farmers Market,"""2116 Adams Dr. NW Atlanta, GA 30318""",30318,-84.45478203,33.81311233616355,,,,,,,,,,
309571,3/20/2023 22:57,Jesup Farmers Market,"""U.S. Highway 301 Jesup, GA 31545""",31545,-81.85700247,31.645074747203346,,,,,,,,,,
309572,3/20/2023 22:57,Jonesboro Farmers Market,"""155 Lee Street, Jonesboro, Georgia 30236""",30236,-84.35764641,33.52700040377472,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309574,3/20/2023 22:57,Lavonia Farmers Market,"""1269 E. Main Street Lavonia, GA 30553""",30553,-83.10665678,34.437691842617625,,,,,,,,,,
309575,3/20/2023 22:57,Lawrenceville Farmers' Market,"""153 E. Crogan St. , Lawrenceville, GA, 30046""",30046,-83.97430808,33.95871847170869,,,,,,,,,,
309576,3/20/2023 22:57,Lenny's Farmers Market,"""110 N. Hampton Street., Americus, Georgia 31709""",31709,-84.23625754,32.07227238,,,,,,,,,,
309577,3/20/2023 22:57,Lenny's Market,"""101 North Hampton Street Americus, GA 31709""",31709,-84.23627525,32.07197981581753,,,,,,,,,,
309578,3/20/2023 22:57,Little Farmers Market,"""4 Camper Park Rd Dahlonega, GA 30533""",30533,-83.9695701,34.56319090948414,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309580,3/20/2023 22:57,Macon State Farmers Market,"""2055 Eisenhower Parkway Macon, GA 31206""",31206,-83.68392291,32.815242555383506,,,,,,,,,,
309581,3/20/2023 22:57,Main Street Farmers Market,"""10 Siebald Street Statesboro, GA 30458""",30458,-81.7827115,32.449021707480654,,,,,,,,,,
309582,3/20/2023 22:57,Main Street Newnan's Market Day,"""1 LaGrange Street Newnan, GA 30263""",30263,-84.80052229,33.37440497945175,,,,,,,,,,
309583,3/20/2023 22:57,Marietta Square Farmers Market,"""65 Church Street Marietta, GA 30060""",30060,-84.55018774,33.95439328680331,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309585,3/20/2023 22:57,Market on Main,"""8420 Main Street Woodstock, GA 30188""",30188,-84.51864965,34.10323029993009,,,,,,,,,,
309586,3/20/2023 22:57,Market on the Green,"""118 Lakeshore Dr. Roswell, GA 30075""",30075,-84.41453562,34.083579,,,,,,,,,,
309587,3/20/2023 22:57,Market on the Square,"""110 Jackson Street Zebulon, GA 30295""",30295,-84.3366455,33.10390685192844,,,,,,,,,,
309588,3/20/2023 22:57,Metro Market Atlanta,"""2133 Piedmont Rd Atlanta, GA 30324""",30324,-84.3665716,33.814862869082575,,,,,,,,,,
309589,3/20/2023 22:57,Midland Community Farmers Market,"""9110 Warm Springs Road Midland, GA 31820""",31820,-84.83003025,32.57620701783292,,,,,,,,,,
309590,3/20/2023 22:57,Milledgeville Marketplace Farmers' Market,"""222 E. Hancock St., Milledgeville, GA, 31061""",31061,-83.22141399,33.082363986332204,,,,,,,,,,
309591,3/20/2023 22:57,Milton Farmers Market,"""13005 Bethany Road Alpharetta, GA 30004""",30004,-84.32611869,34.098831818248165,,,,,,,,,,
309592,3/20/2023 22:57,Milton GA Farmers Market,"""13005 Bethany Road Milton, GA 30004""",30004,-84.32611869,34.098831818248165,,,,,,,,,,
309593,3/20/2023 22:57,Monroe Farmers Market,"""PO Box 581 Monroe, GA 30655""",30655,-83.709675,33.79269500000004,,,,,,,,,,
309594,3/20/2023 22:57,Monticello Market Festival on the Square,"""145 East Washington St. Monticello, GA 31064""",31064,-83.68288199,33.30379199856138,,,,,,,,,,
309595,3/20/2023 22:57,Mountain Fresh Market,"""105 West Main Street Blue Ridge, GA 30513""",30513,-84.3179957,34.871682609027616,,,,,,,,,,
309596,3/20/2023 22:57,Municipal Market in Sweet Auburn,"""209 Edgewood Avenue SE, Atlanta, Georgia 30303""",30303,-84.38100219,33.754422039083714,,,,,,,,,,
309597,3/20/2023 22:57,Nam Dae Mun Farmers Market at Cobb International,"""2350 Spring Road., Smyrna, Georgia 30080""",30080,-84.48520815,33.883310159645944,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309599,3/20/2023 22:57,North Georgia Farmers & Flea Market,"""310 Legion Drive Dalton, GA 30721""",30721,-84.96011717,34.79029132888477,,,,,,,,,,
309600,3/20/2023 22:57,Northside Farmers' Market,"""3100 Northside Drive Atlanta, GA 30305""",30305,-84.40830508,33.84076142,,,,,,,,,,
309601,3/20/2023 22:57,Oconee Farmers Market,"""23 North Main Street, Watkinsville, Georgia 30677""",30677,-83.41140729,33.86724790841044,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309604,3/20/2023 22:57,Paper Mill Farmers Market,"""255 Village Parkway, NE Marietta, GA 30067""",30067,-84.41319998,33.95074999,,,,,,,,,,
309605,3/20/2023 22:57,Paulding County Farm Bureau Farmers Market,"""1297 Villa Rica Hwy Dallas, GA 30157""",30157,-84.83563067,33.893271344798585,,,,,,,,,,
309606,3/20/2023 22:57,Peachtree City Farmers Market,"""215 Northlake Dr. Peachtree City, GA 30269""",30269,-84.58429225,33.40422878458018,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309608,3/20/2023 22:57,Pelham State Farmers Market,"""U.S. Hwy 19 North Pelham, GA 31779""",31779,-84.1397574,31.121129376127314,,,,,,,,,,
309609,3/20/2023 22:57,Perry Farmers Market,"""901 Carroll Street, Perry, Georgia 31069""",31069,-83.7335022,32.45832631012287,,,,,,,,,,
309610,3/20/2023 22:57,Powder Springs Farmers Market,"""4451 Marietta Street Powder Springs, GA 30127""",30127,-84.68396001,33.85937999648013,,,,,,,,,,
309611,3/20/2023 22:57,PTC Farmers Market CSA,"""215 North Lake Drive, Peachtree City GA 30269""",30269,-84.58429225,33.40422878458018,,,,,,,,,,
309612,3/20/2023 22:57,Richmond Hill Farmers' Market,"""520 Cedar St., Richmond Hill, GA, 31324""",31324,-81.30568018,31.947739156972133,,,,,,,,,,
309613,3/20/2023 22:57,Ridge Ferry Park Farmers Market,"""363 Riverside Parkway NE, Rome, Georgia 30161""",30161,-85.16879424,34.260076326002476,,,,,,,,,,
309614,3/20/2023 22:57,Ripe Thing Market,"""112 West Broad st Greensboro, GA 30642""",30642,-83.18390603,33.57578299640481,,,,,,,,,,
,,,"""""",,,,,,,,,,,,,
309616,3/20/2023 22:57,Rockdale Farmers Market,"""1400 Parker Road Conyers, GA 30094""",30094,-84.02037268,33.65332137,,,,,,,,,,
309617,3/20/2023 22:57,Rome Green Market,"""601 Broad Street Rome, GA 30161""",30161,-85.16893911,34.25634979289848,,,,,,,,,,
309618,3/20/2023 22:57,Sandersville Downtown Farmers' Market,"""132 W. Haynes St., On the Courthouse Square, Sandersville, GA, 31082""",31082,-82.81147291,32.98292839624147,,,,,,,,,,
309619,3/20/2023 22:57,Sandy Springs Farmers Market,"""235 Sandy Springs Circle Sandy Springs, GA 30328""",30328,-84.38269993,33.92461745866127,,,,,,,,,,
309620,3/20/2023 22:57,SANDY SPRINGS FARMERS MARKET,"""5605 Glenridge Drive; Suite 775 Atlanta, GA 30342""",30342,-84.36453026,33.90719448,,,,,,,,,,
309621,3/20/2023 22:57,Saturday Farmers Market on Broad,"""945 Broad Street Augusta, GA 30901""",30901,-81.96874999,33.476550917784834,,,,,,,,,,
309622,3/20/2023 22:57,Sewell Mill Community & Farmers Market,"""126 Hamilton Avenue Bremen, GA 30110""",30110,-85.14602945,33.72159203720099,,,,,,,,,,
